Update_Date,Industry,Symbol,Name,Latest_Price,Max_High,Days_Since_High,Today_Return,Return_5D,Breakout_Margin,Distance_To_High,MA5,MA10,MA20,Klines
2026-05-28,金融保險,2851,中再保,35.1,35.65,5,0.29,-1.27,,1.54,35.03,34.78,33.28,"[{""date"": ""04-30"", ""open"": 30.5, ""close"": 30.15, ""low"": 30.15, ""high"": 30.5, ""volume"": 1184050}, {""date"": ""05-04"", ""open"": 30.15, ""close"": 30.35, ""low"": 30.15, ""high"": 30.45, ""volume"": 1189033}, {""date"": ""05-05"", ""open"": 30.3, ""close"": 30.55, ""low"": 30.1, ""high"": 30.85, ""volume"": 2475203}, {""date"": ""05-06"", ""open"": 30.75, ""close"": 31.3, ""low"": 30.55, ""high"": 31.35, ""volume"": 2716257}, {""date"": ""05-07"", ""open"": 31.0, ""close"": 31.35, ""low"": 31.0, ""high"": 31.65, ""volume"": 2095331}, {""date"": ""05-08"", ""open"": 31.4, ""close"": 31.15, ""low"": 31.05, ""high"": 31.4, ""volume"": 1236155}, {""date"": ""05-11"", ""open"": 31.4, ""close"": 31.55, ""low"": 31.35, ""high"": 32.1, ""volume"": 3003025}, {""date"": ""05-12"", ""open"": 33.0, ""close"": 34.1, ""low"": 32.85, ""high"": 34.7, ""volume"": 10551768}, {""date"": ""05-13"", ""open"": 33.45, ""close"": 34.3, ""low"": 33.45, ""high"": 34.5, ""volume"": 3753526}, {""date"": ""05-14"", ""open"": 34.05, ""close"": 33.1, ""low"": 33.1, ""high"": 34.4, ""volume"": 2887658}, {""date"": ""05-15"", ""open"": 33.35, ""close"": 32.65, ""low"": 32.4, ""high"": 33.35, ""volume"": 2125295}, {""date"": ""05-18"", ""open"": 34.2, ""close"": 34.55, ""low"": 33.85, ""high"": 34.8, ""volume"": 6904593}, {""date"": ""05-19"", ""open"": 34.45, ""close"": 35.0, ""low"": 34.35, ""high"": 35.25, ""volume"": 3188300}, {""date"": ""05-20"", ""open"": 35.1, ""close"": 34.9, ""low"": 34.75, ""high"": 35.35, ""volume"": 2321961}, {""date"": ""05-21"", ""open"": 35.05, ""close"": 35.55, ""low"": 34.6, ""high"": 35.65, ""volume"": 3765183}, {""date"": ""05-22"", ""open"": 35.4, ""close"": 34.8, ""low"": 34.65, ""high"": 35.65, ""volume"": 3259938}, {""date"": ""05-25"", ""open"": 35.05, ""close"": 35.1, ""low"": 34.45, ""high"": 35.25, ""volume"": 2225196}, {""date"": ""05-26"", ""open"": 35.0, ""close"": 35.15, ""low"": 34.7, ""high"": 35.2, ""volume"": 1476018}, {""date"": ""05-27"", ""open"": 35.2, ""close"": 35.0, ""low"": 34.8, ""high"": 35.35, ""volume"": 3284628}, {""date"": ""05-28"", ""open"": 35.0, ""close"": 35.1, ""low"": 34.75, ""high"": 35.45, ""volume"": 2003142}]"
2026-05-28,半導體業,5471,松翰,54.9,55.8,1,-1.61,4.57,,1.61,53.98,52.35,49.53,"[{""date"": ""04-30"", ""open"": 42.9, ""close"": 42.0, ""low"": 41.85, ""high"": 43.0, ""volume"": 660080}, {""date"": ""05-04"", ""open"": 42.1, ""close"": 43.45, ""low"": 42.1, ""high"": 44.7, ""volume"": 1468248}, {""date"": ""05-05"", ""open"": 43.55, ""close"": 44.45, ""low"": 43.4, ""high"": 45.75, ""volume"": 1972172}, {""date"": ""05-06"", ""open"": 45.1, ""close"": 43.9, ""low"": 43.2, ""high"": 45.2, ""volume"": 1067443}, {""date"": ""05-07"", ""open"": 44.5, ""close"": 44.1, ""low"": 43.4, ""high"": 45.3, ""volume"": 1260013}, {""date"": ""05-08"", ""open"": 44.2, ""close"": 45.35, ""low"": 43.1, ""high"": 45.95, ""volume"": 1856551}, {""date"": ""05-11"", ""open"": 46.1, ""close"": 49.85, ""low"": 45.5, ""high"": 49.85, ""volume"": 6560237}, {""date"": ""05-12"", ""open"": 50.6, ""close"": 52.4, ""low"": 49.1, ""high"": 53.8, ""volume"": 10858650}, {""date"": ""05-13"", ""open"": 52.3, ""close"": 50.3, ""low"": 50.3, ""high"": 53.1, ""volume"": 4583877}, {""date"": ""05-14"", ""open"": 50.7, ""close"": 51.3, ""low"": 50.6, ""high"": 52.3, ""volume"": 2982500}, {""date"": ""05-15"", ""open"": 51.3, ""close"": 50.8, ""low"": 50.0, ""high"": 52.3, ""volume"": 2044061}, {""date"": ""05-18"", ""open"": 50.5, ""close"": 50.4, ""low"": 49.2, ""high"": 51.2, ""volume"": 1473530}, {""date"": ""05-19"", ""open"": 49.8, ""close"": 47.6, ""low"": 47.6, ""high"": 49.8, ""volume"": 1678297}, {""date"": ""05-20"", ""open"": 48.0, ""close"": 52.3, ""low"": 47.7, ""high"": 52.3, ""volume"": 6345191}, {""date"": ""05-21"", ""open"": 52.7, ""close"": 52.5, ""low"": 51.6, ""high"": 53.2, ""volume"": 6857225}, {""date"": ""05-22"", ""open"": 52.7, ""close"": 54.0, ""low"": 52.1, ""high"": 54.1, ""volume"": 4053184}, {""date"": ""05-25"", ""open"": 53.9, ""close"": 53.0, ""low"": 52.8, ""high"": 54.6, ""volume"": 2846758}, {""date"": ""05-26"", ""open"": 53.3, ""close"": 52.2, ""low"": 51.5, ""high"": 53.7, ""volume"": 1687400}, {""date"": ""05-27"", ""open"": 52.8, ""close"": 55.8, ""low"": 51.6, ""high"": 55.8, ""volume"": 4206316}, {""date"": ""05-28"", ""open"": 58.2, ""close"": 54.9, ""low"": 54.1, ""high"": 58.2, ""volume"": 14130198}]"
2026-05-28,電子零組件業,2327,國巨*,715.0,727.0,1,2.0,25.0,,1.65,679.4,594.25,487.1,"[{""date"": ""04-30"", ""open"": 323.0, ""close"": 317.0, ""low"": 317.0, ""high"": 333.0, ""volume"": 34586570}, {""date"": ""05-04"", ""open"": 327.0, ""close"": 342.5, ""low"": 314.0, ""high"": 345.0, ""volume"": 53410771}, {""date"": ""05-05"", ""open"": 344.5, ""close"": 348.5, ""low"": 341.0, ""high"": 357.5, ""volume"": 38973625}, {""date"": ""05-06"", ""open"": 360.0, ""close"": 338.0, ""low"": 331.0, ""high"": 361.5, ""volume"": 43188677}, {""date"": ""05-07"", ""open"": 345.5, ""close"": 371.5, ""low"": 337.5, ""high"": 371.5, ""volume"": 51576419}, {""date"": ""05-08"", ""open"": 390.0, ""close"": 389.0, ""low"": 369.5, ""high"": 400.0, ""volume"": 94993275}, {""date"": ""05-11"", ""open"": 394.5, ""close"": 391.5, ""low"": 370.0, ""high"": 398.5, ""volume"": 50647239}, {""date"": ""05-12"", ""open"": 399.0, ""close"": 419.5, ""low"": 390.5, ""high"": 430.0, ""volume"": 61941913}, {""date"": ""05-13"", ""open"": 410.0, ""close"": 420.0, ""low"": 404.0, ""high"": 427.5, ""volume"": 52265286}, {""date"": ""05-14"", ""open"": 462.0, ""close"": 462.0, ""low"": 462.0, ""high"": 462.0, ""volume"": 16396375}, {""date"": ""05-15"", ""open"": 462.0, ""close"": 455.5, ""low"": 447.5, ""high"": 492.5, ""volume"": 114743261}, {""date"": ""05-18"", ""open"": 475.0, ""close"": 501.0, ""low"": 467.5, ""high"": 501.0, ""volume"": 90065287}, {""date"": ""05-19"", ""open"": 501.0, ""close"": 497.0, ""low"": 485.5, ""high"": 516.0, ""volume"": 87505631}, {""date"": ""05-20"", ""open"": 514.0, ""close"": 520.0, ""low"": 503.0, ""high"": 545.0, ""volume"": 83354990}, {""date"": ""05-21"", ""open"": 561.0, ""close"": 572.0, ""low"": 560.0, ""high"": 572.0, ""volume"": 24105138}, {""date"": ""05-22"", ""open"": 605.0, ""close"": 629.0, ""low"": 600.0, ""high"": 629.0, ""volume"": 72182688}, {""date"": ""05-25"", ""open"": 679.0, ""close"": 691.0, ""low"": 662.0, ""high"": 691.0, ""volume"": 65747307}, {""date"": ""05-26"", ""open"": 674.0, ""close"": 661.0, ""low"": 631.0, ""high"": 678.0, ""volume"": 27484984}, {""date"": ""05-27"", ""open"": 683.0, ""close"": 701.0, ""low"": 683.0, ""high"": 727.0, ""volume"": 23677342}, {""date"": ""05-28"", ""open"": 709.0, ""close"": 715.0, ""low"": 709.0, ""high"": 769.0, ""volume"": 20301509}]"
2026-05-28,半導體業,7769,鴻勁,7910.0,8045.0,2,1.41,3.06,,1.68,7797.0,7379.0,6765.25,"[{""date"": ""04-30"", ""open"": 5270.0, ""close"": 4945.0, ""low"": 4945.0, ""high"": 5285.0, ""volume"": 1282300}, {""date"": ""05-04"", ""open"": 5140.0, ""close"": 5380.0, ""low"": 5030.0, ""high"": 5420.0, ""volume"": 1527050}, {""date"": ""05-05"", ""open"": 5420.0, ""close"": 5600.0, ""low"": 5370.0, ""high"": 5635.0, ""volume"": 1369441}, {""date"": ""05-06"", ""open"": 5690.0, ""close"": 5705.0, ""low"": 5435.0, ""high"": 5780.0, ""volume"": 1340879}, {""date"": ""05-07"", ""open"": 5820.0, ""close"": 5835.0, ""low"": 5780.0, ""high"": 5900.0, ""volume"": 678750}, {""date"": ""05-08"", ""open"": 5885.0, ""close"": 5800.0, ""low"": 5770.0, ""high"": 6040.0, ""volume"": 1050657}, {""date"": ""05-11"", ""open"": 6000.0, ""close"": 6380.0, ""low"": 5805.0, ""high"": 6380.0, ""volume"": 1409392}, {""date"": ""05-12"", ""open"": 6515.0, ""close"": 6870.0, ""low"": 6415.0, ""high"": 7000.0, ""volume"": 1966946}, {""date"": ""05-13"", ""open"": 6840.0, ""close"": 7440.0, ""low"": 6840.0, ""high"": 7555.0, ""volume"": 2266731}, {""date"": ""05-14"", ""open"": 7440.0, ""close"": 7560.0, ""low"": 7440.0, ""high"": 7995.0, ""volume"": 570880}, {""date"": ""05-15"", ""open"": 7615.0, ""close"": 6895.0, ""low"": 6895.0, ""high"": 7615.0, ""volume"": 700702}, {""date"": ""05-18"", ""open"": 6575.0, ""close"": 6655.0, ""low"": 6360.0, ""high"": 6975.0, ""volume"": 666026}, {""date"": ""05-19"", ""open"": 6555.0, ""close"": 6600.0, ""low"": 6510.0, ""high"": 6780.0, ""volume"": 372659}, {""date"": ""05-20"", ""open"": 6470.0, ""close"": 6980.0, ""low"": 6470.0, ""high"": 6995.0, ""volume"": 413179}, {""date"": ""05-21"", ""open"": 7325.0, ""close"": 7675.0, ""low"": 7325.0, ""high"": 7675.0, ""volume"": 289294}, {""date"": ""05-22"", ""open"": 7750.0, ""close"": 7730.0, ""low"": 7205.0, ""high"": 7785.0, ""volume"": 478723}, {""date"": ""05-25"", ""open"": 7640.0, ""close"": 7645.0, ""low"": 7535.0, ""high"": 7785.0, ""volume"": 310034}, {""date"": ""05-26"", ""open"": 7560.0, ""close"": 7900.0, ""low"": 7560.0, ""high"": 8045.0, ""volume"": 244684}, {""date"": ""05-27"", ""open"": 7855.0, ""close"": 7800.0, ""low"": 7800.0, ""high"": 7980.0, ""volume"": 255732}, {""date"": ""05-28"", ""open"": 7945.0, ""close"": 7910.0, ""low"": 7750.0, ""high"": 8435.0, ""volume"": 1099979}]"
2026-05-28,航運業,2606,裕民,71.6,72.9,1,-1.24,10.15,,1.78,69.48,66.66,65.24,"[{""date"": ""04-30"", ""open"": 60.4, ""close"": 60.6, ""low"": 60.1, ""high"": 61.2, ""volume"": 2493931}, {""date"": ""05-04"", ""open"": 61.0, ""close"": 62.4, ""low"": 61.0, ""high"": 62.9, ""volume"": 3732410}, {""date"": ""05-05"", ""open"": 62.6, ""close"": 62.8, ""low"": 61.8, ""high"": 63.3, ""volume"": 2872607}, {""date"": ""05-06"", ""open"": 64.6, ""close"": 64.2, ""low"": 64.0, ""high"": 65.5, ""volume"": 6026976}, {""date"": ""05-07"", ""open"": 65.5, ""close"": 65.1, ""low"": 64.2, ""high"": 65.6, ""volume"": 7314340}, {""date"": ""05-08"", ""open"": 65.3, ""close"": 65.0, ""low"": 64.9, ""high"": 66.5, ""volume"": 6949095}, {""date"": ""05-11"", ""open"": 65.1, ""close"": 65.3, ""low"": 64.4, ""high"": 65.7, ""volume"": 4043579}, {""date"": ""05-12"", ""open"": 65.3, ""close"": 63.9, ""low"": 63.4, ""high"": 65.6, ""volume"": 8225125}, {""date"": ""05-13"", ""open"": 64.7, ""close"": 64.3, ""low"": 64.0, ""high"": 65.7, ""volume"": 7223223}, {""date"": ""05-14"", ""open"": 64.9, ""close"": 64.6, ""low"": 64.1, ""high"": 66.3, ""volume"": 13842947}, {""date"": ""05-15"", ""open"": 64.9, ""close"": 62.8, ""low"": 61.8, ""high"": 65.6, ""volume"": 17892537}, {""date"": ""05-18"", ""open"": 62.8, ""close"": 63.4, ""low"": 61.6, ""high"": 63.4, ""volume"": 4484300}, {""date"": ""05-19"", ""open"": 62.9, ""close"": 63.5, ""low"": 62.7, ""high"": 64.3, ""volume"": 3951175}, {""date"": ""05-20"", ""open"": 63.8, ""close"": 64.5, ""low"": 63.7, ""high"": 65.4, ""volume"": 4899227}, {""date"": ""05-21"", ""open"": 65.0, ""close"": 65.0, ""low"": 63.7, ""high"": 65.0, ""volume"": 3170004}, {""date"": ""05-22"", ""open"": 65.0, ""close"": 65.4, ""low"": 64.4, ""high"": 65.6, ""volume"": 4956855}, {""date"": ""05-25"", ""open"": 65.9, ""close"": 67.9, ""low"": 64.4, ""high"": 67.9, ""volume"": 7603304}, {""date"": ""05-26"", ""open"": 68.0, ""close"": 70.0, ""low"": 67.5, ""high"": 70.2, ""volume"": 12408022}, {""date"": ""05-27"", ""open"": 70.2, ""close"": 72.5, ""low"": 68.3, ""high"": 72.9, ""volume"": 13272467}, {""date"": ""05-28"", ""open"": 72.0, ""close"": 71.6, ""low"": 71.0, ""high"": 72.7, ""volume"": 5943352}]"
2026-05-28,半導體業,8016,矽創,299.5,305.0,1,-0.5,0.67,,1.8,294.6,288.55,273.42,"[{""date"": ""04-30"", ""open"": 229.5, ""close"": 230.0, ""low"": 227.0, ""high"": 233.0, ""volume"": 1674631}, {""date"": ""05-04"", ""open"": 234.0, ""close"": 233.5, ""low"": 231.0, ""high"": 236.5, ""volume"": 790671}, {""date"": ""05-05"", ""open"": 233.5, ""close"": 234.5, ""low"": 230.5, ""high"": 235.5, ""volume"": 846008}, {""date"": ""05-06"", ""open"": 239.0, ""close"": 241.5, ""low"": 235.0, ""high"": 242.5, ""volume"": 1656049}, {""date"": ""05-07"", ""open"": 244.0, ""close"": 265.5, ""low"": 242.0, ""high"": 265.5, ""volume"": 5169398}, {""date"": ""05-08"", ""open"": 271.0, ""close"": 273.0, ""low"": 262.0, ""high"": 279.5, ""volume"": 7271709}, {""date"": ""05-11"", ""open"": 273.0, ""close"": 268.5, ""low"": 268.0, ""high"": 275.5, ""volume"": 2473153}, {""date"": ""05-12"", ""open"": 270.5, ""close"": 274.0, ""low"": 268.5, ""high"": 276.5, ""volume"": 2270846}, {""date"": ""05-13"", ""open"": 271.5, ""close"": 268.0, ""low"": 262.0, ""high"": 272.0, ""volume"": 1583777}, {""date"": ""05-14"", ""open"": 270.5, ""close"": 294.5, ""low"": 270.5, ""high"": 294.5, ""volume"": 6519524}, {""date"": ""05-15"", ""open"": 293.5, ""close"": 274.0, ""low"": 270.5, ""high"": 293.5, ""volume"": 4733997}, {""date"": ""05-18"", ""open"": 270.0, ""close"": 275.0, ""low"": 268.0, ""high"": 276.0, ""volume"": 1538380}, {""date"": ""05-19"", ""open"": 275.0, ""close"": 280.5, ""low"": 271.5, ""high"": 285.0, ""volume"": 3108911}, {""date"": ""05-20"", ""open"": 280.5, ""close"": 285.5, ""low"": 276.0, ""high"": 294.0, ""volume"": 3486475}, {""date"": ""05-21"", ""open"": 292.5, ""close"": 297.5, ""low"": 287.5, ""high"": 300.0, ""volume"": 2998670}, {""date"": ""05-22"", ""open"": 297.0, ""close"": 292.0, ""low"": 287.0, ""high"": 297.0, ""volume"": 2165619}, {""date"": ""05-25"", ""open"": 293.5, ""close"": 291.0, ""low"": 288.5, ""high"": 294.5, ""volume"": 1761481}, {""date"": ""05-26"", ""open"": 292.5, ""close"": 289.5, ""low"": 286.5, ""high"": 292.5, ""volume"": 1065119}, {""date"": ""05-27"", ""open"": 292.0, ""close"": 301.0, ""low"": 290.0, ""high"": 305.0, ""volume"": 4407404}, {""date"": ""05-28"", ""open"": 303.5, ""close"": 299.5, ""low"": 297.0, ""high"": 305.0, ""volume"": 2341538}]"
2026-05-28,電子零組件業,3042,晶技,217.5,221.5,1,9.85,35.94,,1.81,197.6,173.5,164.4,"[{""date"": ""04-30"", ""open"": 160.0, ""close"": 153.0, ""low"": 150.0, ""high"": 160.0, ""volume"": 2442814}, {""date"": ""05-04"", ""open"": 156.5, ""close"": 166.0, ""low"": 154.0, ""high"": 166.0, ""volume"": 2410589}, {""date"": ""05-05"", ""open"": 166.0, ""close"": 165.5, ""low"": 164.0, ""high"": 166.0, ""volume"": 2045048}, {""date"": ""05-06"", ""open"": 172.0, ""close"": 150.5, ""low"": 149.0, ""high"": 174.0, ""volume"": 19775160}, {""date"": ""05-07"", ""open"": 158.0, ""close"": 163.0, ""low"": 153.0, ""high"": 165.0, ""volume"": 21364840}, {""date"": ""05-08"", ""open"": 167.0, ""close"": 154.0, ""low"": 148.0, ""high"": 168.0, ""volume"": 17357605}, {""date"": ""05-11"", ""open"": 150.0, ""close"": 155.5, ""low"": 140.5, ""high"": 159.0, ""volume"": 16734654}, {""date"": ""05-12"", ""open"": 157.0, ""close"": 149.5, ""low"": 146.5, ""high"": 157.0, ""volume"": 11750415}, {""date"": ""05-13"", ""open"": 147.0, ""close"": 146.5, ""low"": 144.0, ""high"": 153.5, ""volume"": 8512103}, {""date"": ""05-14"", ""open"": 148.0, ""close"": 149.5, ""low"": 142.0, ""high"": 149.5, ""volume"": 12652148}, {""date"": ""05-15"", ""open"": 147.5, ""close"": 144.0, ""low"": 142.0, ""high"": 155.0, ""volume"": 16968873}, {""date"": ""05-18"", ""open"": 142.5, ""close"": 147.0, ""low"": 138.0, ""high"": 149.5, ""volume"": 16567119}, {""date"": ""05-19"", ""open"": 147.0, ""close"": 148.0, ""low"": 143.0, ""high"": 149.5, ""volume"": 7237668}, {""date"": ""05-20"", ""open"": 147.5, ""close"": 148.0, ""low"": 145.0, ""high"": 155.5, ""volume"": 21353431}, {""date"": ""05-21"", ""open"": 154.0, ""close"": 160.0, ""low"": 151.5, ""high"": 162.5, ""volume"": 32354019}, {""date"": ""05-22"", ""open"": 165.5, ""close"": 176.0, ""low"": 161.0, ""high"": 176.0, ""volume"": 31149862}, {""date"": ""05-25"", ""open"": 193.5, ""close"": 193.5, ""low"": 193.5, ""high"": 193.5, ""volume"": 2200331}, {""date"": ""05-26"", ""open"": 209.0, ""close"": 203.0, ""low"": 182.0, ""high"": 212.0, ""volume"": 49543920}, {""date"": ""05-27"", ""open"": 220.0, ""close"": 198.0, ""low"": 192.0, ""high"": 221.5, ""volume"": 27914090}, {""date"": ""05-28"", ""open"": 205.0, ""close"": 217.5, ""low"": 205.0, ""high"": 217.5, ""volume"": 20056166}]"
2026-05-28,化學工業,1726,永記,77.0,78.5,10,0.13,0.0,,1.91,76.92,76.87,76.5,"[{""date"": ""04-30"", ""open"": 75.5, ""close"": 75.6, ""low"": 75.5, ""high"": 76.5, ""volume"": 14000}, {""date"": ""05-04"", ""open"": 75.5, ""close"": 75.5, ""low"": 75.4, ""high"": 76.2, ""volume"": 11037}, {""date"": ""05-05"", ""open"": 75.5, ""close"": 76.0, ""low"": 75.5, ""high"": 76.0, ""volume"": 14000}, {""date"": ""05-06"", ""open"": 76.0, ""close"": 76.2, ""low"": 75.6, ""high"": 76.2, ""volume"": 40024}, {""date"": ""05-07"", ""open"": 75.7, ""close"": 76.0, ""low"": 75.7, ""high"": 76.3, ""volume"": 20384}, {""date"": ""05-08"", ""open"": 76.4, ""close"": 76.6, ""low"": 76.1, ""high"": 76.6, ""volume"": 41065}, {""date"": ""05-11"", ""open"": 76.5, ""close"": 76.1, ""low"": 76.0, ""high"": 76.5, ""volume"": 9000}, {""date"": ""05-12"", ""open"": 76.2, ""close"": 76.0, ""low"": 75.8, ""high"": 76.2, ""volume"": 26000}, {""date"": ""05-13"", ""open"": 76.2, ""close"": 76.2, ""low"": 75.9, ""high"": 76.6, ""volume"": 34158}, {""date"": ""05-14"", ""open"": 77.0, ""close"": 77.2, ""low"": 77.0, ""high"": 78.5, ""volume"": 118014}, {""date"": ""05-15"", ""open"": 77.8, ""close"": 76.8, ""low"": 76.6, ""high"": 77.8, ""volume"": 16000}, {""date"": ""05-18"", ""open"": 76.7, ""close"": 76.6, ""low"": 76.6, ""high"": 77.1, ""volume"": 16154}, {""date"": ""05-19"", ""open"": 76.7, ""close"": 76.9, ""low"": 76.4, ""high"": 77.1, ""volume"": 67000}, {""date"": ""05-20"", ""open"": 76.9, ""close"": 76.8, ""low"": 76.5, ""high"": 76.9, ""volume"": 21000}, {""date"": ""05-21"", ""open"": 77.1, ""close"": 77.0, ""low"": 76.8, ""high"": 77.2, ""volume"": 101139}, {""date"": ""05-22"", ""open"": 76.7, ""close"": 76.7, ""low"": 76.7, ""high"": 77.0, ""volume"": 21001}, {""date"": ""05-25"", ""open"": 77.0, ""close"": 77.0, ""low"": 76.5, ""high"": 77.5, ""volume"": 27250}, {""date"": ""05-26"", ""open"": 77.0, ""close"": 77.0, ""low"": 76.5, ""high"": 77.2, ""volume"": 38064}, {""date"": ""05-27"", ""open"": 77.0, ""close"": 76.9, ""low"": 76.6, ""high"": 77.0, ""volume"": 46046}, {""date"": ""05-28"", ""open"": 77.2, ""close"": 77.0, ""low"": 76.6, ""high"": 77.2, ""volume"": 49333}]"
2026-05-28,通信網路業,3704,合勤控,45.7,46.65,2,0.99,10.39,,2.04,44.74,41.87,38.72,"[{""date"": ""04-30"", ""open"": 33.85, ""close"": 34.95, ""low"": 33.8, ""high"": 35.45, ""volume"": 2789405}, {""date"": ""05-04"", ""open"": 35.4, ""close"": 34.7, ""low"": 34.5, ""high"": 36.3, ""volume"": 2563597}, {""date"": ""05-05"", ""open"": 34.35, ""close"": 35.0, ""low"": 33.2, ""high"": 35.0, ""volume"": 4310450}, {""date"": ""05-06"", ""open"": 35.2, ""close"": 35.1, ""low"": 34.35, ""high"": 35.6, ""volume"": 2751150}, {""date"": ""05-07"", ""open"": 35.15, ""close"": 35.4, ""low"": 35.1, ""high"": 36.4, ""volume"": 2984709}, {""date"": ""05-08"", ""open"": 35.9, ""close"": 35.3, ""low"": 35.0, ""high"": 36.35, ""volume"": 2152275}, {""date"": ""05-11"", ""open"": 35.3, ""close"": 35.05, ""low"": 34.75, ""high"": 35.85, ""volume"": 1660715}, {""date"": ""05-12"", ""open"": 35.85, ""close"": 37.05, ""low"": 35.8, ""high"": 37.45, ""volume"": 5362789}, {""date"": ""05-13"", ""open"": 36.4, ""close"": 36.55, ""low"": 35.2, ""high"": 36.6, ""volume"": 2729824}, {""date"": ""05-14"", ""open"": 37.4, ""close"": 36.7, ""low"": 36.7, ""high"": 38.25, ""volume"": 4571244}, {""date"": ""05-15"", ""open"": 37.2, ""close"": 38.2, ""low"": 36.9, ""high"": 39.2, ""volume"": 8653142}, {""date"": ""05-18"", ""open"": 38.4, ""close"": 38.6, ""low"": 37.5, ""high"": 38.6, ""volume"": 3286847}, {""date"": ""05-19"", ""open"": 38.4, ""close"": 38.1, ""low"": 38.0, ""high"": 39.4, ""volume"": 3740418}, {""date"": ""05-20"", ""open"": 38.35, ""close"": 38.7, ""low"": 38.1, ""high"": 39.15, ""volume"": 3653933}, {""date"": ""05-21"", ""open"": 39.25, ""close"": 41.4, ""low"": 39.2, ""high"": 41.8, ""volume"": 12222321}, {""date"": ""05-22"", ""open"": 41.45, ""close"": 44.0, ""low"": 39.7, ""high"": 44.4, ""volume"": 13598077}, {""date"": ""05-25"", ""open"": 44.15, ""close"": 43.5, ""low"": 42.6, ""high"": 44.45, ""volume"": 8684042}, {""date"": ""05-26"", ""open"": 43.9, ""close"": 45.25, ""low"": 43.2, ""high"": 46.65, ""volume"": 9277332}, {""date"": ""05-27"", ""open"": 45.65, ""close"": 45.25, ""low"": 44.7, ""high"": 46.3, ""volume"": 7847045}, {""date"": ""05-28"", ""open"": 45.25, ""close"": 45.7, ""low"": 45.1, ""high"": 47.15, ""volume"": 7138090}]"
2026-05-28,電子零組件業,6924,榮惠-KY創,166.5,170.0,4,1.52,1.52,,2.06,164.4,158.55,129.83,"[{""date"": ""04-30"", ""open"": 88.3, ""close"": 88.9, ""low"": 88.0, ""high"": 89.0, ""volume"": 10047}, {""date"": ""05-04"", ""open"": 89.0, ""close"": 89.0, ""low"": 88.1, ""high"": 89.0, ""volume"": 17021}, {""date"": ""05-05"", ""open"": 90.3, ""close"": 91.8, ""low"": 90.3, ""high"": 91.8, ""volume"": 10000}, {""date"": ""05-06"", ""open"": 95.8, ""close"": 93.9, ""low"": 92.0, ""high"": 95.8, ""volume"": 21009}, {""date"": ""05-07"", ""open"": 93.9, ""close"": 94.0, ""low"": 93.1, ""high"": 94.3, ""volume"": 19011}, {""date"": ""05-08"", ""open"": 93.3, ""close"": 94.0, ""low"": 92.3, ""high"": 94.0, ""volume"": 12000}, {""date"": ""05-11"", ""open"": 102.5, ""close"": 103.0, ""low"": 98.1, ""high"": 103.0, ""volume"": 281022}, {""date"": ""05-12"", ""open"": 112.0, ""close"": 113.0, ""low"": 109.5, ""high"": 113.0, ""volume"": 428000}, {""date"": ""05-13"", ""open"": 117.0, ""close"": 123.5, ""low"": 108.0, ""high"": 124.0, ""volume"": 463262}, {""date"": ""05-14"", ""open"": 125.5, ""close"": 120.0, ""low"": 114.0, ""high"": 125.5, ""volume"": 285566}, {""date"": ""05-15"", ""open"": 132.0, ""close"": 132.0, ""low"": 132.0, ""high"": 132.0, ""volume"": 158000}, {""date"": ""05-18"", ""open"": 145.0, ""close"": 145.0, ""low"": 145.0, ""high"": 145.0, ""volume"": 221000}, {""date"": ""05-19"", ""open"": 159.5, ""close"": 159.5, ""low"": 148.5, ""high"": 159.5, ""volume"": 523000}, {""date"": ""05-20"", ""open"": 153.0, ""close"": 163.0, ""low"": 153.0, ""high"": 166.5, ""volume"": 145040}, {""date"": ""05-21"", ""open"": 166.0, ""close"": 164.0, ""low"": 159.5, ""high"": 167.0, ""volume"": 88495}, {""date"": ""05-22"", ""open"": 164.5, ""close"": 168.5, ""low"": 164.5, ""high"": 170.0, ""volume"": 63000}, {""date"": ""05-25"", ""open"": 165.0, ""close"": 162.0, ""low"": 155.0, ""high"": 165.0, ""volume"": 176000}, {""date"": ""05-26"", ""open"": 163.0, ""close"": 161.0, ""low"": 156.5, ""high"": 163.0, ""volume"": 66100}, {""date"": ""05-27"", ""open"": 163.5, ""close"": 164.0, ""low"": 158.5, ""high"": 164.5, ""volume"": 64000}, {""date"": ""05-28"", ""open"": 164.5, ""close"": 166.5, ""low"": 160.5, ""high"": 173.5, ""volume"": 77656}]"
